,Objeto,Descrição,UF,Nome Órgão Superior,count,min,max,mean,std
59276,Objeto: Pregão Eletrônico -  Aquisição de material laboratorial de consumo para uso no Laboratório de Análises Clínicas.,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,SP,Ministério da Defesa,29,2.89,550.0,179.84758620689655,153.6715369745106
36978,Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios - QR (HORTIFRUTIGRANJEIROS).,LEGUME IN NATURA,MS,Ministério da Defesa,29,2.0,12.0,4.4541379310344835,2.647712647930257
38127,Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios para o Serviço de Aprovisionamento do Quartel-General do Exército,LEGUME IN NATURA,AC,Ministério da Defesa,29,1.47,18.0,4.150689655172414,3.0356805909460083
34864,"Objeto: Pregão Eletrônico -  Aquisição de equipamentos e material permanente para o Prédio de Laboratórios Multidisciplinar do CCSD, para atender as necessidades da Universidade Federal do Acre.",SIMULADOR,MT,Ministério da Educação,29,276.5,20000.0,1617.5551724137931,3565.9909748289574
36977,Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios - QR (HORTIFRUTIGRANJEIROS).,LEGUME IN NATURA,AL,Ministério da Defesa,29,2.0,12.0,4.4541379310344835,2.647712647930257
89439,"Objeto: Pregão Eletrônico -  GÊNEROS DE ALIMENTAÇÃO - Queijos, Carnes e Refrigerados.",CARNE DE AVE IN NATURA,RN,Ministério da Educação,29,10.0,22.0,13.466896551724139,3.4336612107697557
84501,"Objeto: Pregão Eletrônico -  Eventual aquisição de materiais esportivos, promocionais, diversos e variados, como uniformes, equipamentos e acessórios para modalidades esportivas, medalhas, troféus e distintivos, conforme condições, quantidades e exigências estabelecidas neste instrumento",EQUIPAMENTO / ACESSÓRIOS DESPORTO,RJ,Ministério da Defesa,29,4.4,27999.0,1248.4589655172413,5155.659647399534
89440,"Objeto: Pregão Eletrônico -  GÊNEROS DE ALIMENTAÇÃO - Queijos, Carnes e Refrigerados.",CARNE DE AVE IN NATURA,RS,Ministério da Educação,29,10.0,22.0,13.466896551724139,3.4336612107697557
8985,"Objeto: Pregão Eletrônico -  A aquisição do material (Tubo endotraqueal PVC, Bomba elastométrica descartável e outros).",TUBO ENDOTRAQUEAL,RJ,Ministério da Saúde,29,2.49,15.75,5.711379310344827,4.581531811942635
34863,"Objeto: Pregão Eletrônico -  Aquisição de equipamentos e material permanente para o Prédio de Laboratórios Multidisciplinar do CCSD, para atender as necessidades da Universidade Federal do Acre.",SIMULADOR,AC,Ministério da Educação,29,276.5,20000.0,1617.5551724137931,3565.9909748289574
89270,Objeto: Pregão Eletrônico -  Futura e eventual aquisição de materiais hospitalares para suprir as necessidades  dos pacientes atendidos no Centro Cirúrgico do Hospital de Guarnição de Porto Velho,FIO DE SUTURA,RO,Ministério da Defesa,29,1.72,17.5,5.894827586206896,3.878986079496304
37191,"Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios do tipo bebida, hortifruti e padaria para o GAP-GL e unidades apoiadas.",FRUTA,RJ,Ministério da Defesa,29,1.0,15.0,3.96,3.030918059881244
67913,Objeto: Pregão Eletrônico -  Aquisição de produtos para atender ao Serviço de Anatomia Patológica (Anticorpos e Reagentes ).,ANTICORPO,RJ,Ministério da Educação,29,2800.0,17000.0,6405.896551724138,2795.6634447048727
54086,Objeto: Pregão Eletrônico -  Aquisição de material de consumo para a Clínica de Hemodinâmica do HCE.,CATETER BALÃO,RJ,Ministério da Defesa,29,200.0,3900.0,499.291724137931,666.0796166968811
13129,Objeto: Pregão Eletrônico -  Aquisic a o de material de neurocirurgia de cra nio,SISTEMA FIXAÇÃO COLUNA VERTEBRAL,RJ,Ministério da Defesa,29,300.0,25296.79,2965.457586206897,4717.009099635106
50829,Objeto: Pregão Eletrônico -  Aquisição de material de Neurocirurgia Funcional.,SISTEMA FIXAÇÃO COLUNA VERTEBRAL,RJ,Ministério da Defesa,29,300.0,25296.79,2965.457586206897,4717.009099635106
78120,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestação de  serviços de desinsetização, desratização, descupinização, controle de pombos, controle de escorpião, retirada de colmeias de abelhas, vespas ou ninho  de marimbondos, controle de formigas cortadeiras e limpeza de caixa d água, incluindo o fornecimento de todos os insumos, utensílios e equipamentos, assim como a disponibilidade de mão de obra qualificada e equipamentos de proteção individual - EPI S, para atendim",DESINSETIZACAO / DESRATIZACAO / DEDETIZACAO,PR,Ministério da Educação,29,0.1,420.0,31.93,98.53156742167167
12727,Objeto: Pregão Eletrônico -  Aquisic a o de material de NEUROCIRURGIA.,SISTEMA FIXAÇÃO COLUNA VERTEBRAL,RJ,Ministério da Defesa,29,300.0,25296.79,2965.457586206897,4717.009099635106
114574,Objeto: Pregão Eletrônico -  Servic o de Transporte de Bagagem e Autos (Itens fracassados),TRANSPORTE DE MUDANCA - INTERESTADUAL,GO,Ministério da Defesa,29,0.13,72.0,2.799655172413793,13.311163543313835
12270,Objeto: Pregão Eletrônico -  Aquisic a o de materiais de neurocirurgia de coluna,SISTEMA FIXAÇÃO COLUNA VERTEBRAL,RJ,Ministério da Defesa,29,300.0,25296.79,2965.457586206897,4717.009099635106
69897,Objeto: Pregão Eletrônico -  Aquisição de uniformes para atender a demanda do IFRO (retificada),CAMISETA,RO,Ministério da Educação,29,15.0,940.0,379.66379310344826,315.11259010996815
47038,Objeto: Pregão Eletrônico -  Aquisição de materiais elétricos,CABO ELÉTRICO FLEXÍVEL,RJ,Ministério da Defesa,29,1.99,200.34,42.858275862068965,56.184738527021324
114575,Objeto: Pregão Eletrônico -  Servic o de Transporte de Bagagem e Autos (Itens fracassados),TRANSPORTE DE MUDANCA - INTERESTADUAL,MG,Ministério da Defesa,29,0.13,72.0,2.799655172413793,13.311163543313835
59275,Objeto: Pregão Eletrônico -  Aquisição de material laboratorial de consumo para uso no Laboratório de Análises Clínicas.,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,AM,Ministério da Defesa,29,2.89,550.0,179.84758620689655,153.6715369745106
19633,Objeto: Pregão Eletrônico -  Aquisição de Gêneros Alimentícios,TEMPERO,SP,Ministério da Defesa,29,1.3,108.0,23.257241379310347,30.187547207481778
25188,Objeto: Pregão Eletrônico -  Aquisição de Material Esportivo.,APARELHO GINÁSTICA,AM,Ministério da Defesa,29,12.98,13126.04,1962.274827586207,3297.98012356765
67563,"Objeto: Pregão Eletrônico -  Aquisição de placas eletrônicas de desenvolvimento com dispositivos FPGA, componentes eletrônicos, material de infraestrutura elétrica e de dados, e outros para atender às demandas do campus Bom Jesus do Itabapoana do IF Fluminense.",RESISTOR FIO,RJ,Ministério da Educação,29,0.03,0.08,0.040344827586206895,0.020612541019744277
30611,Objeto: Pregão Eletrônico -  Aquisição de Peças de Viaturas Blindadas.,ROLAMENTO DE ESFERA,RS,Ministério da Defesa,29,15.0,5800.0,605.9534482758621,1280.9135541124988
74818,"Objeto: Pregão Eletrônico -  Aquisição,  mediante  Registro  de  Preços,  de  Materiais  para  o  Serviço  de  Neurocirurgia  do Hospital  de Força  Aérea  do  Galeão  (HFAG).",SISTEMA FIXAÇÃO COLUNA VERTEBRAL,RJ,Ministério da Defesa,29,300.0,25296.79,2965.457586206897,4717.009099635106
40544,Objeto: Pregão Eletrônico -  Aquisição de insumos para produção de ração animal para a FAYS,RAÇÃO ANIMAL,SP,Ministério da Defesa,29,2.9,616.47,63.039655172413795,146.40630415492845
17912,Objeto: Pregão Eletrônico -  Aquisição de Dietas,DIETA ENTERAL,AL,Ministério da Defesa,29,0.037,109.9,21.78703103448276,29.392899503464914
17913,Objeto: Pregão Eletrônico -  Aquisição de Dietas,DIETA ENTERAL,MS,Ministério da Defesa,29,0.037,109.9,21.78703103448276,29.392899503464914
50781,Objeto: Pregão Eletrônico -  Aquisição de material de Neurocirurgia - Cabeça e Pescoço,SISTEMA FIXAÇÃO COLUNA VERTEBRAL,RJ,Ministério da Defesa,29,300.0,25296.79,2965.457586206897,4717.009099635106
79763,"Objeto: Pregão Eletrônico -  Contratação de serviços de Comunicação Multimídia (banda larga) e de serviço de Comunicação por Satélite, para  atendimento  às  necessidades  de  comunicação  de  voz  e  de  dados  das Agências , Subáreas e Postos de Coleta do IBGE, localizado no Estado de Minas Gerais.",TAXA DE INSTALAÇÃO LINK DE INTERNET - STFC (BANDA LARGA),MG,Ministério da Economia,29,40.0,50.0,49.6551724137931,1.8569533817705184
19632,Objeto: Pregão Eletrônico -  Aquisição de Gêneros Alimentícios,TEMPERO,SC,Ministério da Defesa,29,1.3,108.0,23.257241379310347,30.187547207481778
74994,"Objeto: Pregão Eletrônico -  Aquisição, futura e eventual, de reagentes e materiais para laboratórios",PIPETA,RO,Ministério da Educação,29,8.0,57.0,19.542758620689657,12.596396847781435
12318,Objeto: Pregão Eletrônico -  Aquisic a o de materiais de neurocirurgia de cra nio.,SISTEMA FIXAÇÃO COLUNA VERTEBRAL,RJ,Ministério da Defesa,29,300.0,25296.79,2965.457586206897,4717.009099635106
69163,Objeto: Pregão Eletrônico -  Aquisição de sementes e mudas e insumos de producao agricola,MUDA DE PLANTA,RS,Ministério da Educação,28,4.99,136.63,30.971785714285716,27.354884058944695
77895,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para a prestação de serviços continuados, sem dedicação exclusiva de mão de obra, de fornecimento de alimentos (hortifrutigranjeiros) e sementes para atendimento da dieta dos animais mantidos pelo Centro de Primatologia do Instituto de Ciências Biológicas e pelo Hospital Veterinário da Faculdade de Agronomia e Medicina Veterinária, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.","ARMAZENAMENTO / GUARDA / CONSERVACAO / DISTRIBUICAO - MERCA-DORIA , BENS , ALIMENTO , OBJETOS",AC,Ministério da Educação,28,1.5,11.44,3.6639285714285714,2.6123599934637136
91416,Objeto: Pregão Eletrônico -  Material de consumo de instrumentais odontológicos.,BROCA BAIXA ROTAÇÃO,SP,Ministério da Defesa,28,4.87,165.76,42.682142857142864,37.619209273311505
91479,"Objeto: Pregão Eletrônico -  Material de consumo odontológico para as clínicas de ortodontia, Dentística Restauradora, Prótese Dentária e CEREC",CERÂMICA ODONTOLÓGICA,AC,Ministério da Defesa,28,605.74,1290.0,1067.784642857143,183.64983807723226
109744,"Objeto: Pregão Eletrônico -  Registro de preços para contratação de empresa especializada na elaboração de Projetos de Arquitetura e Engenharia para reforma e ampliações para atender às necessidades de reestruturação física dos Hospitais Universitários Federais, filiais da Empresa Brasileira de Serviços Hospitalares (Ebserh), de acordo com especificações, anexos, encartes e instruções complementares previstas no edital de licitação e termo de referência.",ESTUDOS E PROJETOS DE INSTALACAO HIDRO-SANITARIA,AC,Ministério da Educação,28,8.75,14.29,11.22,1.26175656512246
79655,"Objeto: Pregão Eletrônico -  Contratação de serviço de tradução, do idioma nacional para versão em língua inglesa, do conteúdo estático do site da Assessoria para Assuntos  Internacionais e dos sites dos Programas de Pós-Graduação da Universidade Federal de Campina Grande-PB.","TRADUCAO, ADAPTACAO E VERSAO DE TEXTOS",PB,Ministério da Educação,28,440.0,1100.0,607.1071428571429,172.23871016825248
10020,"Objeto: Pregão Eletrônico -  AQUISIÇÃO DE REAGENTES LABORATORIAIS COM O FORNECIMENTO DE EQUIPAMENTOS EM REGIME DE COMODATO, JUNTAMENTE COM O FORNECIMENTO DE INSUMOS EM GERAL, CALIBRADORES, CONTROLES E SOFTWARE DE INTERFACEAMENTO, PARA O LABORATÓRIO DE ANÁLISES CLÍNICAS DO HOSPITAL de GUARNIÇÃO DE NATAL, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO ANEXO A.",REAGENTE PARA DIAGNÓSTICO CLÍNICO 6,RN,Ministério da Defesa,28,1.86,124.7,32.57214285714286,42.13923968421857
54386,Objeto: Pregão Eletrônico -  Aquisição de material de consumo para o Serviço de Cirurgia Geral do HCE,GRAMPO - CARGA PARA GRAMPEADOR CIRÚRGICO,RJ,Ministério da Defesa,28,500.0,2000.0,1095.705357142857,425.36684768241537
91746,Objeto: Pregão Eletrônico -  Material odontológico e médico.,ARCO ORTODÔNTICO INTRAORAL,PI,Ministério da Defesa,28,6.67,18.47,9.921428571428573,2.58216348319936
69162,Objeto: Pregão Eletrônico -  Aquisição de sementes e mudas e insumos de producao agricola,MUDA DE PLANTA,RN,Ministério da Educação,28,4.99,136.63,30.971785714285716,27.354884058944695
80211,"Objeto: Pregão Eletrônico -  Contratação de serviços para a realização dos exames médicos periódicos para os  servidores lotados no Centro Regional de Ciências Nucleares do Nordeste - CRCN-NE,  com o intuito de realizar os Exames Médicos Periódicos - 2021",EXAME MEDICO PERIODICO,PE,"Ministério da Ciência, Tecnologia, Inovações ",28,6.65,273.33,67.21642857142857,76.92077806343093
78614,"Objeto: Pregão Eletrônico -  Contratação de empresa para prestação de serviço de transporte de bagagem por via rodoviária, porta a porta, em caminhão fechado ( tipo baú ), compreendendo desmontagem e montagem de bens móveis; incluindo automóvel e motocicleta, com origem nos estados do ceará e piauí e destinado em qualquer ponto do território nacional; incluindo seguro,conforme condições, quantidades, exigências e estimativas, conforme termo de referencia.",TRANSPORTE DE MUDANCA - INTERMUNICIPAL,CE,Ministério da Defesa,28,110.0,590.0,363.64285714285717,127.08883282401894
59026,"Objeto: Pregão Eletrônico -  Aquisição de material farmacológico, hospitalar e odontológico complementar.",BROCA ALTA ROTAÇÃO,MA,Ministério da Defesa,28,1.62,3.325,2.776964285714286,0.7016981245069048
106731,"Objeto: Pregão Eletrônico -  Registro de preço para eventual aquisição de materiais, kits e reagentes de uso em Laboratório de Análises clínicas, com regime de comodato do equipamento, destinados às análises bioquímicas (GRUPO 1), hematológicas-hemograma (ITEM 38), coagulação (GRUPO 2), imunológicas/hormonais (GRUPO 3), Coleta (GRUPOS 4), Bacteriologia 1 (GRUPO 5), Bacteriologia 2 (GRUPO 6), tipagem sanguínea (GRUPO 7), Etiquetas Ribbon (GRUPO 8), Hemogasometria (ITEM 83), Urinálise (ITEM 199) e demais itens",REAGENTE PARA DIAGNÓSTICO CLÍNICO 6,BA,Ministério da Defesa,28,0.5,90.49,14.866785714285713,19.530290254726435
58465,Objeto: Pregão Eletrônico -  Aquisição de material específico para a Traumatologia/Ortopedia do Hospital Central do Exército.,MANUTENCAO DE VEICULOS LEVES / PESADOS,RJ,Ministério da Defesa,28,58.0,225.33,117.61857142857143,63.146168454437436
77512,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviços de gerenciamento e controle, e fornecimento de combustíveis em rede de postos credenciados através de sistema informatizado de gerenciamento integrado para a captura eletrônica de dados mediante o uso de cartão magnético a fim de atender a frota de veículos do Instituto Nacional de Educação de Surdos - INES, conforme condições, quantidades e exigências estabelecidas neste Edital e seus Anexos.",VERDURA IN NATURA,RJ,Ministério da Educação,28,1.46,15.919999999999998,4.352857142857142,3.6149800031646673
61991,Objeto: Pregão Eletrônico -  Aquisição de material químico para atender diversos setores da UFTM.,CORANTE,MG,Ministério da Educação,28,0.9,605.0,205.37357142857144,186.42095731841212
53553,"Objeto: Pregão Eletrônico -  Aquisição de material de consumo odontológico para as clínicas de Ortodontia, Dentística Restauradora, Prótese Dentária e CEREC.",CERÂMICA ODONTOLÓGICA,AC,Ministério da Defesa,28,605.74,1290.0,1067.784642857143,183.64983807723226
53925,Objeto: Pregão Eletrônico -  Aquisição de material de consumo para Cirurgia Cardíaca.,CÂNULA,RJ,Ministério da Defesa,28,140.0,1790.0,743.655,453.52378863247685
104122,"Objeto: Pregão Eletrônico -  Registro de Preços para fornecimento de peças em dois compressores de fabricação SULLAIR, modelo: 7509.",PEÇA/COMPONENTE COMPRESSOR,AC,Ministério de Minas e Energia,28,141.0,30714.0,3660.3928571428573,6107.801625118397
19250,Objeto: Pregão Eletrônico -  Aquisição de Gás de Cozinha e Água Mineral,ÁGUA MINERAL NATURAL,RO,Ministério da Educação,28,0.89,35.9,13.131785714285714,11.200391214586585
77682,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação do serviço de seguro total para os veículos automotores pertencentes à frota do Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais   Reitoria e campi, por intermédio de SEGURADORA, conforme condições, quantidades e exigências estabelecidas no edital e seus anexos",PAGAMENTO COBERTURAS SEGURO VEÍCULO,MG,Ministério da Educação,28,279.0,799.0,411.5839285714286,166.23910921363495
87884,"Objeto: Pregão Eletrônico -  Ferramentas para usinagem industrial, conforme Termo de Referência 007/2021 DVPCP",BROCA HELICOIDAL,MG,Ministério da Defesa,28,2.73,634.1600000000001,105.88678571428572,166.17174395572107
45979,"Objeto: Pregão Eletrônico -  Aquisição de materiais de médico-hospitalares de uso geral para o Hospital das Clínicas da Universidade Federal de Minas Gerais,  lial da Empresa Brasileira de Serviços Hospitalares, conforme condições, quantidades, exigências e esmavas estabelecidas no edital e seus anexos.",SONDA TRATO DIGESTIVO,MG,Ministério da Educação,28,0.46,446.5,36.46857142857143,116.07188841129914
75980,Objeto: Pregão Eletrônico -  Com vistas a aquisição de materiais de instrução e artigos esportivos para atender as demandas da 4ª Bda C Mec bem como as unidades militares que a compõe.,ALVO DE TIRO,CE,Ministério da Defesa,28,0.28,3.23,1.8732142857142857,1.083502734008168
17884,"Objeto: Pregão Eletrônico -  Aquisição de DIETAS E FÓRMULAS NUTRICIONAIS, a fim de abastecer o Complexo Hospitalar da Universidade Federal do Ceará (CH-UFC/Ebserh), UASG 155020, mediante licitação na modalidade PREGÃO na forma ELETRÔNICA para Sistema de Registro de Preços (SRP) cujo critério de julgamento será do tipo menor preço com validade de 12 (doze) meses, conforme condições, quantidades, exigências e estimativas estabelecidas em edital.",DIETA ENTERAL,CE,Ministério da Educação,28,0.7899999999999999,900.0,131.30428571428573,171.67419833377693
22035,Objeto: Pregão Eletrônico -  Aquisição de Itens da Marca R&D SYSTEMS.,ANTICORPO,RJ,Ministério da Saúde,28,2500.0,3850.46,3564.299285714286,309.8593965599686
100587,Objeto: Pregão Eletrônico -  Registro de Preço para contratação de serviço de impressão e confecção de material gráfico para a CBTU/STU-NAT.,SERVICOS GRAFICOS - POLICROMIA,RN,Ministério do Desenvolvimento Regional,28,0.07,100.0,25.023571428571426,31.259653823144895
21828,Objeto: Pregão Eletrônico -  Aquisição de Insumos de Laboratório II.,ANTIBIOGRAMA,RS,Ministério da Educação,28,12.15,38.6,15.340000000000002,5.17987272830921
37319,Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios e bebidas.,MACARRÃO,SP,Ministério da Defesa,28,3.38,31.64,17.679285714285715,9.531463269797143
57999,Objeto: Pregão Eletrônico -  Aquisição de material educativo e esportivo (parte 2).,JOGO / BRINQUEDO PEDAGÓGICO,MS,Ministério da Educação,28,7.0,280.0,64.70857142857143,60.67394527242015
9382,"Objeto: Pregão Eletrônico -  A presente licitação tem por objeto a contratação de empresa para a  prestação de serviços de natureza continuada de APOIO ADMINISTRATIVO, APOIO TÉCNICO ESPECÍFICO, ATIVIDADES PAISAGÍSTICAS E OPERAÇÕES DE MÁQUINAS AGRÍCOLAS com mão de obra em regime de dedicação exclusiva e fornecimento de uniformes e materiais necessários e adequados à execução dos serviços nas dependências da Universidade Federal do Recôncavo da Bahia (UFRB), em todos os seus campi",AUXILIAR DE SERVICOS TECNICOS,BA,Ministério da Educação,28,38487.72,77998.68,48985.01127040816,9387.846052177292
100775,"Objeto: Pregão Eletrônico -  Registro de Preço, consignado em ata, pelo prazo de 12 (doze) meses, para eventual aquisição de PRODUTOS PARA SAÚDE   BOLSA (com fornecimento de dispositivos para encaixe em comodato), DRENOS E SONDAS para atendimento do Hospital Universitário da Universidade Federal do Piauí   HU/PI, gerido pela Empresa Brasileira de Serviços Hospitalares   EBSERH, de acordo com as especificações, quantitativos e condições constantes deste Termo de Referência.",SONDA TRATO DIGESTIVO,PI,Ministério da Educação,28,0.79,557.78,21.489642857142854,105.11772685835498
22316,"Objeto: Pregão Eletrônico -  Aquisição de MATERIAIS QUÍMICOS LABORATORIAIS (MICROBIOLOGIA), em proveito do laboratório de análises clínicas do Hospital de Aeronáutica de Canoas (HACO), conforme condições, quantidades, exigências e estimativas, estabelecidas neste instrumento",SOLUÇÃO,RS,Ministério da Defesa,28,2.6900000000000004,560.0,45.59535714285714,131.16973754649308
100989,"Objeto: Pregão Eletrônico -  Registro de Preço, pelo prazo de 12 meses, visando a eventual e futura aquisição de DIETAS ENTERAIS ESPECIALIZADAS E SUPLEMENTOS/MÓDULOS NUTRICIONAIS E DESCARTÁVEIS (FRASCOS) para atender às necessidades do Hospital Universitário de Lagarto (Hospital Universitário Mons. João Batista de Carvalho Daltro) - HUL/UFS/EBSERH, conforme condições, quantidades, exigências e estimativas expressas em edital, inclusive as encaminhadas pelos órgãos e entidades participantes (quando for o caso).",DIETA ENTERAL,SE,Ministério da Educação,28,0.05,120.0,27.148571428571426,31.273488205671345
75981,Objeto: Pregão Eletrônico -  Com vistas a aquisição de materiais de instrução e artigos esportivos para atender as demandas da 4ª Bda C Mec bem como as unidades militares que a compõe.,ALVO DE TIRO,MS,Ministério da Defesa,28,0.28,3.23,1.8732142857142857,1.083502734008168
37047,Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios de Quantitativo de Rancho e carvão vegetal.,FRUTA,SC,Ministério da Defesa,28,2.79,21.64,6.264642857142857,4.119682190315941
12550,Objeto: Pregão Eletrônico -  Aquisic a o de materiais me dico-hospitalares de uso comum,SONDA TRATO DIGESTIVO,RJ,Ministério da Defesa,28,0.6,1427.0,65.62142857142858,268.1481266944363
70197,"Objeto: Pregão Eletrônico -  Aquisição de água mineral para atender as demandas da Reitoria do Instituto Federal de Educação, Ciência e Tecnologia de Sergipe - Reitoria, seus Anexos I e II, e seus Campi durante a execução de suas atividades administrativas e institucionais.",ÁGUA MINERAL NATURAL,SE,Ministério da Educação,28,3.85,27.99,15.000714285714285,8.367253599851793
12551,Objeto: Pregão Eletrônico -  Aquisic a o de materiais me dico-hospitalares de uso comum,SONDA TRATO URINÁRIO,RJ,Ministério da Defesa,28,0.5499999999999999,18.98,3.6185714285714288,3.588020928017865
70235,"Objeto: Pregão Eletrônico -  Aquisição de óleos e lubrificantes, conforme edital e seus anexos",ÓLEO LUBRIFICANTE,AC,Ministério da Defesa,28,7.970000000000001,4940.0,366.1196428571429,921.8892108880109
33273,"Objeto: Pregão Eletrônico -  Aquisição de cartuchos, toners, cabeças de impressão e refis de tinta para impressoras, visando suprir a demanda de materiais de uso comum do Almoxarifado Central do Quartel-General do Exército.",CARTUCHO TONER IMPRESSORA BROTHER,AC,Ministério da Defesa,28,23.0,90.0,52.475,23.96574476669194
114838,Objeto: Pregão Eletrônico -  Serviços de lançamento e instalação de cabo de fibras ópticas e infraestrutura de rede lógica com fornecimento de material.,INSTALACAO E MONTAGEM DE REDE LOCAL DE CONECTIVIDADE,AM,Ministério da Defesa,28,650.0,5500.0,1898.9285714285713,1086.8211863067868
76025,Objeto: Pregão Eletrônico -  Com vistas a aquisição de materiais de instrução e artigos esportivos para atender as demandas da 4ª Bda C Mec bem como as unidades militares que a compõe.,CORDA,MS,Ministério da Defesa,27,1.52,451.0,70.80518518518518,152.28669756973247
114595,"Objeto: Pregão Eletrônico -  Serviço Telefônico Fixo Comutado - STFC (fixo-fixo e fixo-móvel) para a ANATEL em todas as capitais brasileiras, para realização de ligações nas modalidades Local, Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) e recebimento de chamadas diretamente nos ramais (Discagem Direta a Ramal - DDR)",CHAMADAS LOCAIS FIXO-MOVEL STFC-LOCAL-FM (VC1),AC,Ministério das Comunicações,27,0.72,116.067,15.326037037037038,24.956201955751755
68293,Objeto: Pregão Eletrônico -  Aquisição de reagentes,REAGENTE PARA DIAGNÓSTICO CLÍNICO 6,RJ,Ministério da Saúde,27,0.65,290.11,36.92148148148148,55.38189816063226
109737,"Objeto: Pregão Eletrônico -  Registro de preços para contratação de empresa especializada na elaboração de Projetos de Arquitetura e Engenharia para reforma e ampliações para atender às necessidades de reestruturação física dos Hospitais Universitários Federais, filiais da Empresa Brasileira de Serviços Hospitalares (Ebserh), de acordo com especificações, anexos, encartes e instruções complementares previstas no edital de licitação e termo de referência.",ESTUDOS E PROJETOS DE ARQUITETURA,AC,Ministério da Educação,27,8.5,63.86000000000001,22.876666666666665,18.042709160382593
114594,"Objeto: Pregão Eletrônico -  Serviço Telefônico Fixo Comutado - STFC (fixo-fixo e fixo-móvel) para a ANATEL em todas as capitais brasileiras, para realização de ligações nas modalidades Local, Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) e recebimento de chamadas diretamente nos ramais (Discagem Direta a Ramal - DDR)",CHAMADAS LOCAIS FIXO-FIXO STFC-LOCAL-FF,AC,Ministério das Comunicações,27,0.24,221.58,17.234925925925925,43.83118131375981
33053,"Objeto: Pregão Eletrônico -  Aquisição de bandeiras, flâmulas e insígnias.",BANDEIRA EM GERAL,RJ,Ministério da Defesa,27,129.0,229.99,144.55518518518517,18.139372682387375
99919,"Objeto: Pregão Eletrônico -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS DE CONSUMO (álcool, algodão, mini-isolador, detergente líquido, luvas, máscara...), destinados ao Biotério Central da UFSM",VARETA DE VIDRO,RS,Ministério da Educação,27,1.68,2931.4,565.0400000000001,812.3831184238136
38827,Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios.,LEGUME IN NATURA,MG,Ministério da Defesa,27,3.94,19.99,7.625925925925926,4.030909669483151
79857,Objeto: Pregão Eletrônico -  Contratação de serviços de confecção de coberturas para os uniformes do Comando da Aeronáutica.,CONFECCAO - BORDADO- AVIAMENTO DE ROUPA / FARDAMENTO / CAMISETA,RJ,Ministério da Defesa,27,18.99,160.0,96.79814814814816,52.39553357631201
21476,Objeto: Pregão Eletrônico -  Aquisição de Implantes de Cirurgias Ortopédicas para Área de Cirurgia do Joelho - ARJOE,PRÓTESE DE JOELHO,RJ,Ministério da Saúde,27,300.0,26000.0,3840.5,5547.758558123342
20599,"Objeto: Pregão Eletrônico -  Aquisição de Gêneros Alimentícios, carvão vegetal e materiais de embalagem e acondicionamento, para atender às necessidades do Centro de Preparação de Oficiais da Reserva e Colégio Militar de Belo Horizonte (CPOR/CM-BH) e Organizações Militares da Guar-nição de Belo Horizonte e Sete Lagoas.",LEGUME IN NATURA,MG,Ministério da Defesa,27,0.83,15.55,3.6551851851851853,3.867247451224559
76024,Objeto: Pregão Eletrônico -  Com vistas a aquisição de materiais de instrução e artigos esportivos para atender as demandas da 4ª Bda C Mec bem como as unidades militares que a compõe.,CORDA,CE,Ministério da Defesa,27,1.52,451.0,70.80518518518518,152.28669756973247
101586,"Objeto: Pregão Eletrônico -  Registro de Preços - 100/2021 - para eventual aquisição de INSUMOS LABORATORIAIS PARA ANÁLISES ESPECTROFOTOMÉTRICAS, TURBIDIMÉTRICAS E IMUNOTURBIDIMÉTRICAS COM COMODATO DE EQUIPAMENTO, visando atender as necessidades do Laboratório de Imunologia e Biologia Molecular, unidade integrante do Complexo Hospitalar de Saúde /UFBA. Ocorrendo divergência entre a descrição do produto constante no código SIASG (CATMAT) e no Termo de Referência (Anexo I), prevalecerá a descrição deste últi",REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,BA,Ministério da Educação,27,0.5,2.2,0.9359259259259259,0.4620461120782315
