,Descrição,UF,count,min,max,mean,std
42625,"SERVICOS DE INSTALACAO, TRANSICAO E CONFIGURACAO / PARAMETRIZACAO DE SOFTWARE",RJ,6,163.49,275000.0,107008.915,92257.0273118712
42976,SISTEMA FIXAÇÃO COLUNA VERTEBRAL VIA POSTERIOR,PI,6,300.0,1020.0,448.3333333333333,281.7386495791209
40214,REFRIGERADOR DOMÉSTICO,PE,6,1999.73,2683.99,2252.9516666666664,300.8851161767006
36571,PLACA CAIXA EMBUTIR,MG,6,0.98,9.0,2.8983333333333334,3.058551400036734
28976,LÂMINA SERRA,RJ,6,1.45,16590.0,2771.0033333333336,6769.899806903102
23248,FOSFATO TRICÁLCICO,RJ,6,12.0,12.0,12.0,0.0
20597,ETIQUETA AUTO-ADESIVA,RN,6,0.05,420.0,87.94833333333334,163.8467273297415
16521,DESODORIZADOR SANITÁRIO,AM,6,0.88,6.0,2.0716666666666668,1.96583230888768
40380,REGULADOR PRESSÃO,PE,6,127.99,692.0,346.66499999999996,247.31506494752801
43207,SOLUÇÃO LIMPEZA MULTIUSO,SC,6,1.5,29.99,9.858333333333333,10.574840739541502
20585,ETIQUETA AUTO-ADESIVA,AC,6,93.0,162.5,135.16666666666666,33.13708898902657
13862,CONE ENDODÔNTICO,RO,6,37.1,54.0,47.160000000000004,7.958834085467543
14412,CONJUNTO COMPLETO DE FIO ELETRICO DE MULTIAPLICACAO,RO,6,17.0,288.0,97.52333333333333,120.30030983612082
32085,MOUSE COMPUTADOR,SP,6,7.111111111111111,8.65,8.306851851851851,0.6110769350712988
8197,CADEIRA SOBRE LONGARINA,RS,6,490.0,1319.63,759.1283333333334,296.7624978609439
31854,MOLIBDATO DE SÓDIO,RO,6,180.0,483.93,364.81166666666667,138.06118620621316
64,'DOCE EM TABLETE',RS,6,8.9,42.29,17.991666666666667,12.394444588873945
12531,CLORETO DE AMÔNIO,MG,6,0.03,246.0,41.07333333333333,100.39322062104924
24955,GUARDANAPO DE PAPEL,PE,6,0.6,1.89,1.1983316666666666,0.446024057665802
48863,ÁLCOOL PROPÍLICO,RN,6,20.3,58.0,42.300000000000004,13.2860829441939
15005,COPO,MG,6,1.25,31.4,11.336666666666666,12.323906307119778
37181,POLIESTIRENOSSULFONATO,MG,6,20.94,21.94,21.766666666666666,0.40529824409521753
28645,LUVA DE PROTEÇÃO,MS,6,2.4,360.91,141.115,150.12516987500797
27477,LENHA,RS,6,99.77,176.0,129.99166666666667,35.17618763690384
28951,LÂMINA LABORATÓRIO,RN,6,3.16,856.81,148.755,346.91947081419335
29303,MAIONESE,RN,6,1.94,5.949999999999999,4.206666666666666,1.4954553375700215
32976,NITROGLICERINA,RS,6,3.1500000000000004,36.75,29.153333333333336,12.97171332811
21730,FILTRO AR,PR,6,35.95,1035.5,279.1766666666667,406.45844218894837
39126,PÁ PARA DESFIBRILADOR,BA,6,471.3,1030.0,624.1166666666667,215.52748935267326
26861,KITASSATO,MG,6,30.0,199.99,83.12,64.11424397121127
21729,FILTRO AR,PI,6,315.0,350.0,338.3333333333333,18.073922282301275
2084,ALOPURINOL,BA,6,0.15,0.3297,0.2132333333333333,0.0905466215088485
35628,PEÇA / ACESSÓRIO - MOTOSERRA,MG,6,1.46,256.0,64.22366666666666,97.25979823476227
19491,ESCOVA LIMPEZA GERAL,AC,6,4.069999999999999,8.86,5.965,1.8591261388082303
46753,TUBO GEOMECÂNICO,PI,6,440.0,765.0,548.3333333333334,167.82927833565472
25938,INDICADOR DE PH,RO,6,0.32,40.0,33.38666666666666,16.199292165606085
25555,HIPOCLORITO DE SÓDIO,RO,6,7.890000000000001,68.1,35.181666666666665,26.229655290656538
48865,ÁLCOOL PROPÍLICO,RS,6,32.0,151.0,62.833333333333336,44.23309469918046
5213,BARBANTE ALGODÃO,SP,6,3.86,38.0,13.585,12.640876156342962
16246,DESCOLADOR ODONTOLÓGICO,PB,6,5.5,49.99,27.136666666666667,16.599516458820922
49086,ÓRTESE PARA COLUNA VERTEBRAL,AC,6,21.06,55.0,38.03,18.58970360172534
19299,ESCAVADOR - USO ODONTOLÓGICO,RR,6,4.61,8.37,6.086666666666666,1.3686294848010054
39913,RECARGA COPIADORA / IMPRESSORA,PA,6,40.0,69.0,55.25,9.918417212438687
537,ACESSÓRIO EQUIPAMENTO SEGURANÇA,MG,6,24.5,193.0,130.26333333333335,71.03210588646986
634,ACESSÓRIOS - USO ODONTOLÓGICO,BA,6,15.1,136.39,67.90333333333332,54.658043384909654
26007,INJETOR P/ IMPLANTE - USO OFTALMOLÓGICO,RJ,6,23.0,2323.15,729.1916666666666,1096.5289783752487
28493,LUMINÁRIA,ES,6,17.46,500.0,161.77166666666668,173.3974006052763
25621,IBUPROFENO,RS,6,0.16,17.4,5.078,6.570695549178945
20318,ESTILETE,SP,6,1.35,2.82,1.9016666666666666,0.6146353932752869
38611,PROPOFOL,AL,6,9.5,187.1,118.67166666666667,73.58190930294394
32806,NIMESULIDA,MG,6,0.1,2.8,0.5616666666666666,1.0967117518594693
535,ACESSÓRIO EQUIPAMENTO SEGURANÇA,AL,6,89.0,149.47,118.91166666666668,23.466461528459433
7746,CABO ELÉTRICO ISOLADO,AL,6,5.25,650.0,125.89,258.01993891945637
20799,EXTENSÃO ELÉTRICA,SP,6,0.98,419.83,152.50666666666666,184.34588681786926
44421,TAMPA VASO SANITÁRIO,RJ,6,18.0,43.0,27.41,11.316677957775417
42609,SERVICOS DE GERENCIAMENTO DE INFRAESTRUTURA DE TECNOLOGIA DAINFORMACAO E COMUNICACAO (TIC),RJ,6,9000.0,70000.0,42263.886666666665,21749.228544002814
28948,LÂMINA LABORATÓRIO,PE,6,0.14,10.0,3.601635,3.7817239401296865
26694,JARRA,CE,6,4.5,72.5,39.81166666666667,31.40470691897421
46756,TUBO HIDRÁULICO,AC,6,2.79,78.0,34.818333333333335,33.13089821702193
48660,ÁGUA DESTILADA,PA,6,0.55,220.57,113.47000000000001,98.36340803367887
20316,ESTILETE,SC,6,0.89,11.69,3.3533333333333335,4.141317020787791
12538,CLORETO DE AMÔNIO,RO,6,262.0,262.0,262.0,0.0
27704,LICENCIAMENTO DE DIREITOS  PERMANENTES DE USO DE OUTROS SOFTWARES / PROGRAMAS DE COMPUTADOR,RO,6,149.09,1520.0,586.6483333333333,480.0857928086048
23243,FOSFATO DE SÓDIO,SP,6,0.21,19.94,6.960000000000001,10.056953813158337
7408,BUCHA PARAFUSO,SP,6,0.2,6.0,2.856666666666667,2.2956190160099883
43721,SULFATO DE COBRE II,MG,6,0.06,106.67,27.956666666666667,45.53040859323214
48936,ÓCULOS PROTEÇÃO,SP,6,3.18,31.35,13.815,12.621744332698235
15014,COPO,RO,6,2.5,29.0,12.174999999999999,10.773786242542592
46737,TUBO FERRO GALVANIZADO,MG,6,157.0,1028.0,458.0425757575758,330.59552706068854
10332,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,PE,6,30.0,127.0,56.15,38.46316419641005
42962,SISTEMA FIXAÇÃO COLUNA VERTEBRAL,AL,6,158.76000000000002,6587.5,2541.0933333333332,2582.9098731598565
20594,ETIQUETA AUTO-ADESIVA,PI,6,9.3,80.92999999999999,50.785,25.9061380757534
2587,ANEL LABORATÓRIO,RJ,6,23.91,33.82,29.326666666666668,3.747317262611571
19493,ESCOVA LIMPEZA GERAL,AM,6,2.15,7.06,4.426666666666667,1.8119786606543318
45183,TESOURA INSTRUMENTAL,MT,6,14.47,90.0,46.56166666666667,34.53478849894214
35886,PEÇAS - EQUIPAMENTO ODONTOLÓGICO,PE,6,30.65,1739.0,755.2283333333334,738.7468215949674
4226,ATROPINA SULFATO,BA,6,0.84,12.0,2.86,4.480379448216412
10364,CARTUCHO TONER IMPRESSORA HP,PB,6,18.0,127.0,51.15833333333333,45.836562007492084
6251,BLOCO RASCUNHO,RO,6,4.39,4010.0,1673.5649999999998,1710.3233271372992
17089,DILUENTE TINTA,RJ,6,12.98,141.43,56.1735,49.266373009386434
38862,PRÓTESE ARTROPLASTIA NÃO CONVENCIONAL,MG,6,793.25,5604.26,3223.275,1833.308842336719
11290,CETOPROFENO,SE,6,0.33,60.0,12.481666666666667,23.32510700225546
39705,REAGENTE PARA DIAGNÓSTICO CLÍNICO 1,RN,6,6.5,57.01,29.39,16.98385350855335
2590,ANEL PARA CIRCUNCISÃO,PB,6,14.75,14.75,14.75,0.0
27885,LIMPADOR BASE ÁCIDA,RJ,6,2.5,17.05,6.805,5.432486539329849
11443,CHAPA DE VIDRO,PR,6,250.0,335.0,272.5,36.571847095819486
48200,ÁCIDO AMINOCAPRÓICO,RJ,6,27.158,27.158,27.158,0.0
37910,PREDNISONA,CE,6,0.0699999999999999,0.17,0.12,0.04335896677735762
8222,CADINHO,BA,6,10.97,4803.51,815.5266666666666,1953.7187671071463
30084,MATERIAL GASOTERAPIA,RS,6,1.14,11.15,7.448333333333333,3.354879530872408
28120,LIVRO PROTOCOLO,RS,6,7.5,12.95,9.298333333333334,2.1774426896399977
62,'DOCE EM TABLETE',RJ,6,0.22,16.01,7.718333333333334,6.308868097104794
37769,POTE ODONTOLÓGICO,PE,6,1.42,126.44,24.05666666666667,50.233795264410055
21134,FARINHA DE MILHO,MS,6,2.1,6.5,3.49,1.5754491423083132
37766,POTE ODONTOLÓGICO,MG,6,1.39,4.0,1.955,1.0143914431815757
27757,LIDOCAÍNA CLORIDRATO,SE,6,3.59,12.82,7.441666666666667,3.478950512247432
13489,COMPOSTO QUÍMICO,MG,6,13.79,3925.0,765.7516666666667,1550.2522732306077
26864,KITASSATO,RJ,6,33.78,145.70000000000002,76.74333333333334,46.779028492120986
21912,FILTRO SISTEMA REFRIGERAÇÃO/EXAUSTÃO,RJ,6,288.0,673750.0,117928.61,272376.10024651827
15011,COPO,PR,6,3.63,15.77,7.996666666666667,4.62690249158837
27471,LENALIDOMIDA,RS,6,637.8050000000001,840.0,734.9558333333333,74.05408674858305
10355,CARTUCHO TONER IMPRESSORA HP,AM,6,18.5,1579.0,1046.415,767.5981053585268
16518,DESODORIZADOR,SP,6,4.6,8.0,6.5249999999999995,1.5145131230860958
15013,COPO,RN,6,1.49,4.2,3.5826410256410255,1.0621571682658926
48204,ÁCIDO ASCÓRBICO,AM,6,0.17,4.8,1.555,1.6975835767348835
30864,MESA PLÁSTICA,RJ,6,68.75,573.0,295.87416666666667,243.02990660444792
2579,ANEL DE PROTECAO DE DESCARGA,AM,6,1.1,43.0,28.366666666666664,21.13959949163339
21703,FILME RADIOLÓGICO,RO,6,178.0,255.05,213.05166666666665,33.434308975462116
36144,PINCEL ARTE PLÁSTICA,MG,6,1.82,8.59,3.6916666666666664,2.612258920296123
13731,CONDICIONADOR DENTAL,RS,6,0.89,2.5900000000000003,1.4433333333333334,0.6896279190017373
19259,ESCADA HOSPITALAR,RJ,6,110.0,279.72,170.41666666666666,78.49443946335732
31844,MOLHO PIMENTA,SP,6,3.52,26.81,11.399999999999999,11.08653778237372
39558,RAÇÃO CANINA,PE,6,10.0,197.0,118.33333333333333,86.72869575098352
45976,TORRADA,RJ,6,0.49,49.95,18.96,24.076162484914413
12547,CLORETO DE BÁRIO,MG,6,0.06,290.0,57.41166666666667,115.89005831677999
48202,ÁCIDO ASCÓRBICO,AC,6,0.13,3.1,1.4800000000000002,1.3241752149923363
8089,CADEIRA DE RODAS,SP,6,880.0,4328.95,1729.2616666666665,1316.0857506320272
28479,LUBRIFICANTE ODONTOLÓGICO,RJ,6,13.49,30.0,16.408333333333335,6.670533461925415
28814,LUZ EMERGÊNCIA,RJ,6,16.1,161.75,83.91333333333334,74.88448214861785
28418,LORAZEPAM,RJ,6,15.0,15.0,15.0,0.0
7929,CABO TELEFÔNICO,RS,6,23.42,1400.0,628.1983333333334,593.3493630709202
30607,MEPIVACAÍNA CLORIDRATO,AL,6,2.29,112.12,20.923333333333336,44.678625165359186
46904,TUBO PVC SOLDÁVEL,PI,6,20.99,74.75,44.57666666666666,24.577591962327524
26784,JOGO CHAVES FENDA,RJ,6,7.33,202.0,76.92833333333333,68.61754394225042
19088,EQUIPO BOMBA INFUSORA,BA,6,23.0,47.0,29.166666666666668,9.523150039071457
19160,ERLENMEYER,RN,6,6.0,14.74,10.846666666666666,3.3166891121518556
28053,LIQUIDIFICADOR INDUSTRIAL,RS,6,1068.99,2140.16,1580.5216666666665,480.9394625279429
34643,PARAFUSO CABEÇA CHATA,AM,6,0.11,0.45,0.2916666666666667,0.1260819839099412
44482,TAPETE,BA,6,91.8,298.0,189.26666666666665,80.80759040255232
24421,GLUCAGON,RJ,6,134.0,134.0,134.0,0.0
17196,DIPIRONA SÓDICA,SE,6,0.12,24.5,6.483333333333333,10.087472759153636
30614,MEPIVACAÍNA CLORIDRATO,MS,6,2.29,112.12,20.923333333333336,44.678625165359186
24623,GRAMPEADOR,RN,6,11.99,74.46,33.04333333333333,25.596808134348834
30617,MEPIVACAÍNA CLORIDRATO,PE,6,110.0,155.89,133.46333333333334,17.595768430695674
2182,ALÇA BACTERIOLÓGICA,BA,6,0.18,10.0,1.9033333333333333,3.968831902042044
25889,INCUBADORA LABORATÓRIO,BA,6,272.63,11447.0,6610.438333333333,4450.353499758942
21007,FAIXA,RJ,6,15.98,66.93,41.4915,23.305960900593654
17306,DISCO DESBASTE,RJ,6,4.8100000000000005,1377.0,235.57666666666668,559.1831865378882
25024,GURIN ORTODÔNTICO,RJ,6,30.0,41.5,33.833333333333336,5.938574464184708
32117,MOXIFLOXACINO,MG,6,4.81,31.8,17.553333333333335,13.60591881008654
33131,OBRAS CIVIS - IMPERMEABILIZACAO / CRISTALIZACAO / REVESTIMENTO / TRATAMENTO ESPECIAL,RJ,6,31.65,245000.0,97497.00166666666,102217.36063501159
7839,CABO FIBRA ÓTICA,PE,6,7.28,565.43,121.76833333333332,218.02996641899173
19082,EQUIPO,SP,6,1.18,8.96,3.7695000000000003,3.328594523218471
35809,PEÇA/ACESSÓRI0 RELÉ,SP,6,80.0,249.9,139.73166666666665,65.86276411347056
11339,CHAMADAS LOCAIS FIXO-FIXO STFC-LOCAL-FF,RO,6,0.24,0.26,0.25,0.008944271909999163
10849,CEFAZOLINA SÓDICA,RS,6,4.3,7.38,5.961666666666666,1.1140631340577907
27866,LIMPA-VIDRO,PB,6,2.75,59.0,19.761666666666667,23.571483124034998
15483,CRONÔMETRO,CE,6,40.0,110.0,85.83333333333333,23.75219288121976
43482,SORVETE,RS,6,18.67,30.3,21.85166666666667,4.767424531827082
46863,TUBO PLÁSTICO,ES,6,39.0,290.0,108.91666666666667,92.77306541592053
46862,TUBO PLÁSTICO,CE,6,4.93,82.75,37.958333333333336,31.306105102146876
36753,PLACA IDENTIFICAÇÃO,PR,6,11.5,52426.0,10193.358333333334,20812.28627422794
46859,TUBO PLÁSTICO,AC,6,5.65,67.47999999999999,38.88666666666666,26.135783643630557
25899,INCUBADORA LABORATÓRIO,RN,6,2860.0,365236.0,66409.33333333333,146420.87526943235
45010,TERMINAL ELÉTRICO,PR,6,0.4,1.21,1.0183333333333333,0.31371430739873285
38769,PROTETOR FACIAL,PI,6,15.9,51.26,25.44333333333333,13.722305442842565
44456,TANQUE EXPANSÃO RESFRIAMENTO LEITE,AC,6,12300.0,13200.0,12666.666666666666,422.68979957726265
1409,AGITADOR MAGNÉTICO,RJ,6,599.99,19333.33,3915.5,7555.6431505385435
15412,CRAVO,MG,6,3.49,71.93,51.35166666666666,28.142398914567792
33273,OLEAGINOSA,PI,6,9.87,168.0,83.44500000000001,55.925431692567194
4085,ASSINATURA DE DDR,RO,6,352.83,367.31,362.48333333333335,7.477439847077807
47497,VENTOINHA,PB,6,245.0,245.0,245.0,0.0
11028,CERA,PR,6,3.75,95.0,34.91166666666667,38.98527486970775
39306,QUADRO ELÉTRICO,RS,6,16.5,720.0,415.99,276.49816686553277
40258,REFRIGERANTE,GO,6,1.5,6.2,2.8083333333333336,1.6948205411389925
36726,PLACA ELETRÔNICA,RN,6,128.0,3773.0,2081.8333333333335,1327.803512070467
5973,BICO SOLDAGEM,AM,6,45.080000000000005,48.080000000000005,47.080000000000005,1.5491933384829673
40903,RIBBON,PR,6,8.0,48.0,28.923333333333336,14.979453483577654
27974,LINEZOLIDA,RS,6,28.0,83.07,47.86666666666667,18.79255774679611
37943,PREGO,PE,6,24.78,38.85,27.895,5.504666202414094
577,ACESSÓRIO PARA EQUIPAMENTO MÉDICO,MG,6,6.7,2100.0,503.0466666666666,795.7451116197112
27602,LEVETIRACETAM,AC,6,0.97,0.97,0.9700000000000001,0.0
22860,FOLINATO DE CÁLCIO,MG,6,1.5,98.4,27.033333333333335,35.46968658822159
35918,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS,AM,6,30.0,39492.0,10298.988333333333,14782.321446631333
28885,LÂMINA,RS,6,123.0,262.5,239.25,56.950636519708894
19073,EQUIPO,PB,6,1.3,6.75,2.4183333333333334,2.126277655120955
26753,JOGO CAMA,PI,6,66.75,68.89,67.82000000000001,1.1721262730610589
37949,PREGO,RS,6,19.0,35.7,24.038333333333338,6.0349330291782595
14571,CONJUNTO INSTRUÇÃO,BA,6,101.0,1066.67,378.81,357.3126559191544
13786,CONDIMENTO*,RJ,6,25.0,31.72,29.396666666666665,2.4833257270577027
27591,LEUPRORRELINA ACETATO,RS,6,220.0,1260.0,553.1766666666666,409.9045945908226
13610,COMPRESSOR REFRIGERAÇÃO,PA,6,366.66,15960.0,3925.2766666666666,5983.060063150517
14933,CONTROLE DE ABASTECIMENTO DE VEICULOS,AC,6,0.01,33944509.41,5790609.276821502,13794098.767720768
12333,CLARITROMICINA,RS,6,2.405,51.75,19.229166666666668,24.913457491216803
11351,CHAMADAS LOCAIS FIXO-MOVEL STFC-LOCAL-FM (VC1),RO,6,0.56,0.81,0.7266666666666667,0.12909944487358055
48624,ÁGUA,PA,6,59.07,761.1,221.18499999999997,272.4048799673016
19070,EQUIPO,MG,6,1.41,7.2,2.865,2.187535142574857
25911,INDICADOR BIOLÓGICO,AL,6,14.0,3080.74,689.3683333333333,1184.9030703381043
46911,TUBO PVC SOLDÁVEL,SE,6,2.8,115.8,52.94,41.46996262356647
10809,CEFALEXINA,RN,6,0.3,9.0,2.9966666666666666,4.070364439048015
7960,CABO ÁUDIO E VÍDEO,PE,6,19.0,461.0,107.50833333333333,173.4717604011289
5109,BANDEJA PINTURA,RS,6,3.15,9.31,6.013333333333333,2.0365722836832156
5256,BARRA CHATA,PE,6,31.55,140.0,97.74166666666667,50.14780570141296
20631,ETOMIDATO,RS,6,12.0,20.79,15.632666666666665,3.866253311239017
19067,EQUIPO,CE,6,1.15,22.5,10.631666666666666,9.399058286161793
5719,BEBIDA LÁCTEA,SP,6,1.05,6.25,3.1316666666666664,2.1974295589771855
10802,CEFALEXINA,MT,6,0.39,14.33,5.858333333333333,5.195811454110577
21054,FARDAMENTO / ACESSÓRIO,PR,6,2.8,92.9,18.91,36.26867243227963
21803,FILTRO GEOMECÂNICO,PI,6,600.0,830.0,676.6666666666666,118.77148928369412
23202,FOSFATO DE CÁLCIO,RO,6,29.93,439.03,168.96,209.22966080362502
44851,TELHA,PA,6,2.02,56.84,39.57666666666667,22.3620219717866
30065,MATERIAL FISIOTERAPIA,PR,6,29.99,638.8199999999999,175.6183333333333,232.75575545336503
43500,SUBGALATO DE BISMUTO,RJ,6,100.0,100.0,100.0,0.0
17313,DISCO DIAMANTADO,MG,6,11.59,23.81,14.818,4.880149997694742
13619,COMUNICACAO POR CORREIO,RJ,6,249.56,4000.0,1259.23,1432.066038840388
16705,DETERGENTE ENZIMÁTICO,AM,6,47.1,490.0,162.75666666666666,170.03963192934367
31998,MOTOR DE POPA,AC,6,9000.0,9900.0,9433.333333333334,366.9695718539436
48616,ÁGAR,RJ,6,308.0,494.0,383.2366666666667,81.02699838119801
41174,ROLO PINTURA PREDIAL,PI,6,5.657397260273973,43.99,19.36956621004566,13.955734110167759
5726,BECLOMETASONA DIPROPIONATO,AC,6,5.26,34.7,22.945000000000004,13.85750879487363
23187,FORRO TETO,SP,6,19.78,30.09,25.093333333333334,4.690081733474019
4152,ATADURA,SE,6,0.81,4.84,2.263333333333333,1.553752447034812
16706,DETERGENTE ENZIMÁTICO,BA,6,25.75,220.0,77.06333333333333,74.88105999961985
47082,UNIFORME MASCULINO,SP,6,9.96,99.99916666666668,49.181984126984126,38.82361429279196
33006,NOREPINEFRINA,MG,6,4.56,7.7,6.451666666666667,1.4951443631524906
46848,TUBO PARA COLETA DE AMOSTRA BIOLÓGICA,MT,6,0.45,0.98,0.575,0.20265734627691145
17189,DIPIRONA SÓDICA,PI,6,0.11,5.5,2.1866666666666665,2.5913754391571024
45036,TERMOHIGRÔMETRO,MG,6,55.0,707.0,262.245,288.41669187132703
118,'GELÉIA FRUTA',AM,6,11.5,16.0,13.383333333333333,1.6375795146088832
5254,BARRA CHATA,MG,6,28.0,1490.0,312.935,578.4145833137336
38692,PROTETOR AURICULAR,SC,6,1.05,84.6,34.15,33.70745377509253
38796,PROTETOR RADIOLÓGICO,RJ,6,0.58,1788.2,661.6133333333333,599.887117603526
5990,BIMATOPROSTA,RJ,6,102.0,102.0,102.0,0.0
685,ACETALDEÍDO,PE,6,2.5,300.0,151.25,162.94746085778692
10895,CEFTAZIDIMA,MG,6,10.9,652.63,121.32166666666666,260.3153670774483
24331,GLICINA,MG,6,0.1,500.0,105.63333333333333,197.25772904164407
36748,PLACA IDENTIFICAÇÃO,CE,6,0.7100000000000001,20.46,6.5200000000000005,6.994366304390986
14905,CONTRATACAO DE PASSAGEM AEREA JUNTO A COMPANHIA CREDENCIADA,RS,6,0.01,1.0,0.6266666666666666,0.4373404470966145
24460,GONADOTROPINA,RJ,6,358.07,358.07,358.07,0.0
32127,MUCILÓIDE HIDROFÍLICO DE PSYLLIUM,RJ,6,1.22,1.22,1.22,0.0
23010,FORMOCRESOL,MS,6,3.44,5.99,4.168333333333333,0.941093335789106
37927,PREDNISONA,SP,6,0.12,0.4,0.22166666666666668,0.10400320507881797
33263,OLEAGINOSA,BA,6,7.0,15.13,11.1,3.3164860922367825
11011,CEPA PADRÃO,MG,6,0.97,1100.0,832.8033333333333,423.6697966419918
35348,PERFILADO DE FERRO - ESPESSURA ATE 3 POLEGADAS,RJ,6,2821.81,8109.24,5225.842948717948,2319.9738731439697
11012,CEPA PADRÃO,MS,6,60.55,195.0,87.09499999999998,53.15272476552825
11013,CEPA PADRÃO,PA,6,322.09,775.68,523.495,174.5606945162627
48434,ÁCIDO PERACÉTICO,RN,6,15.73,617.09,119.28666666666668,243.89558336851175
17237,DISCO ABRASIVO,AC,6,33.8,39.34,36.38,2.494986973913896
30548,MEMÓRIA FLASH,AC,6,17.3,56.19,26.726666666666663,15.272550103589992
14554,CONJUNTO IMPRESSÃO,RJ,6,168.0,2080.0,580.4166666666666,742.9391910961939
21014,FAIXA DE ESMARCH,PI,6,18.0,52.48,32.08,14.43185365779462
12273,CITRATO DE SÓDIO,MG,6,0.04,53.99,18.238333333333333,27.697095455420353
21664,FILME LABORATÓRIO,RS,6,117.9832,1350.0,705.5138666666667,505.0598665759404
17245,DISCO ABRASIVO,PE,6,3.35,62.0,16.783333333333335,22.62902266264866
16381,DESFIBRILADOR,RN,6,6350.0,14178.0,9633.375,3625.3756279522263
48541,ÁCIDO TRICLOROACÉTICO (TCA),RS,6,17.0,41.0,33.4,9.120307012376282
13764,CONDIMENTO IN NATURA,MS,6,9.26,16.8,14.56,2.734812607839887
46228,TRANSPORTE RODOVIARIO - CARGAS / ENCOMENDAS,BA,6,180.59,750.0,505.09666666666664,184.04667458736296
16408,DESINFETANTE,AL,6,2.6,335.26,68.14999999999999,131.39679189386626
7886,CABO REDE COMPUTADOR,PR,6,1.25,1323.0,541.0833333333334,592.577232524729
10975,CENTRAL TELEFÔNICA ANALÓGICA DIGITAL,AC,6,1060.0,25000.0,8243.5,10224.820169567776
11009,CEPA PADRÃO,AL,6,60.55,195.0,87.09499999999998,53.15272476552825
28421,LORLATINIBE,RJ,6,272.93,1091.74,682.335,448.48070731080503
2223,AMACIANTE DE CARNE,RJ,6,2.99,14.11,7.978333333333333,4.856523104718711
46214,TRANSPORTE DE MUDANCA - INTERMUNICIPAL,RS,6,204.0,537.0,320.8333333333333,123.08601328610276
23479,FRIGOBAR,RN,6,1145.93,1380.2025,1303.68875,81.72437169764595
29236,MACARRÃO,SE,6,3.49,9.85,6.109999999999999,2.9736442288881837
14563,CONJUNTO INSTRUMENTAL CIRÚRGICO,PE,6,680.0,4794.16,2951.1983333333333,1716.9909414369858
25573,HIPROMELOSE,RJ,6,8.87,8.87,8.87,0.0
11003,CENTRÍFUGA EXTRATORA MEL,BA,6,4278.33,9794.0,6065.606666666667,2038.977330415095
23018,FORMOCRESOL,RS,6,3.44,10.3,5.476666666666667,2.7544630450718826
16394,DESINCROSTANTE,MG,6,9.5,275.0,64.505,104.10003530258768
4135,ATADURA,AL,6,0.6900000000000001,3.9,2.1266666666666665,1.3465016400534633
25579,HISTIDINA,RJ,6,277.49,25500.0,4828.803333333333,10146.252258156539
28024,LIPEGFILGRASTIM,RJ,6,2469.6,2469.6,2469.6,0.0
5902,BICARBONATO DE SÓDIO,AL,6,0.39,32.0,10.475,11.759960459117199
36403,PIPETADOR,CE,6,5.390000000000001,28.51,20.216666666666665,8.055347706130794
44960,TERBUTALINA SULFATO,RS,6,1.36,4.65,2.595,1.2623747462619808
4139,ATADURA,ES,6,0.47,13.31,4.256666666666667,4.985830589447126
31979,MOTO-ESMERIL,RJ,6,12.82,1355.4,709.8866666666667,583.6747528090167
7853,CABO LÓGICO BLINDADO,RS,6,22.0,1658.4199999999998,1046.83,707.2047382194212
21777,FILTRO DE ÁGUA,AC,6,37.9,247.93,146.97166666666666,81.43423123396369
20617,ETOMIDATO,AC,6,5.88,42.72,15.663333333333334,13.731309721460173
14565,CONJUNTO INSTRUMENTAL CIRÚRGICO,PR,6,900.0,1596.67,1354.445,274.92818725987337
19129,EQUIPO INFUSÃO SANGUÍNEA,RN,6,3.1,35.73,11.018333333333333,12.910157886976698
26157,INSTRUMENTAL P/ ENDOSCÓPIO,AL,6,38.0,100.0,53.166666666666664,25.28570083400234
40895,RIBBON,AC,6,9.11,706.88,181.9333333333333,288.7913094029435
10951,CELECOXIBE,RJ,6,0.85,0.85,0.85,0.0
30167,MATERIAL PARA ÓRTESE ORTOPÉDICA,RJ,6,5.88,354.5,104.935,150.45519263222522
16379,DESFIBRILADOR,PR,6,6669.0,23900.0,15017.483333333332,6504.976325988178
47084,UNIFORME PROFISSIONAL,AM,6,21.86,1639.98,333.28333333333336,643.1288265866075
28745,LUVA PROTEÇÃO,PR,6,25.5,200.0,104.23,64.05718538930664
36593,PLACA CEGA,MS,6,1.19,5.0,3.0033333333333334,1.3935374651105246
17273,DISCO CORTE,GO,6,2.7,236.98,70.22833333333334,99.24734826012565
31968,MOSQUETÃO,RJ,6,26.7,93.77,59.25666666666666,26.060896121712062
35928,PEÇAS / ACESSÓRIOS EQUIPAMENTOS ESPECIALIZADOS,PR,6,9.95,78210.0,25989.11,35371.12275605059
17274,DISCO CORTE,MA,6,5.0,99.0,39.550000000000004,42.670258963357604
42768,SIMETICONA,MS,6,0.09,2.89,1.1583333333333334,1.218727478424388
29245,MACHADO,MS,6,51.34,102.75,76.68166666666667,22.02034642476513
11325,CHAMADAS INTERNACIONAIS (LDI-STFC/SMP-FM/F) - DESTINO FIXO,RO,6,14.19,14.19,14.19,0.0
15479,CRONÔMETRO,AC,6,23.0,329.89,108.34666666666665,122.71043242799963
47500,VENTOINHA,RR,6,245.0,245.0,245.0,0.0
21679,FILME PLÁSTICO,RJ,6,12.02,244.0,62.178333333333335,93.24851836177702
