,Código UG_x,Código Modalidade Compra_x,Código Órgão_x,Descrição,Quantidade Item,Código Vencedor,Código Órgão Superior,Município,data,Total,valor_individual,UF
45748,257051,-99,36000,CONEXÃO HIDRÁULICA,50,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,0.85,PB
45749,257051,-99,36000,CONEXÃO HIDRÁULICA,100,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,6.77,RR
45750,257051,-99,36000,CONEXÃO HIDRÁULICA,100,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,6.77,PB
45751,257051,-99,36000,CONEXÃO HIDRÁULICA,500,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,0.48,RR
45752,257051,-99,36000,CONEXÃO HIDRÁULICA,500,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,0.48,PB
45753,257051,-99,36000,CONEXÃO HIDRÁULICA,2000,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,0.52,RR
45754,257051,-99,36000,CONEXÃO HIDRÁULICA,2000,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,0.52,PB
45755,257051,-99,36000,CONEXÃO HIDRÁULICA,500,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,4.26,RR
45756,257051,-99,36000,CONEXÃO HIDRÁULICA,500,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,4.26,PB
45757,257051,-99,36000,CONEXÃO HIDRÁULICA,100,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,0.59,RR
45758,257051,-99,36000,CONEXÃO HIDRÁULICA,100,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,0.59,PB
45759,257051,-99,36000,CONEXÃO HIDRÁULICA,500,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,0.72,RR
45760,257051,-99,36000,CONEXÃO HIDRÁULICA,500,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,0.72,PB
45761,257051,-99,36000,CONEXÃO HIDRÁULICA,200,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,2.17,RR
45762,257051,-99,36000,CONEXÃO HIDRÁULICA,200,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,2.17,PB
45763,257051,-99,36000,CONEXÃO HIDRÁULICA,100,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,2.86,RR
45764,257051,-99,36000,CONEXÃO HIDRÁULICA,100,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,2.86,PB
45777,257051,-99,36000,CONEXÃO HIDRÁULICA,50,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,1.03,RR
45778,257051,-99,36000,CONEXÃO HIDRÁULICA,50,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,1.03,PB
45779,257051,-99,36000,CONEXÃO HIDRÁULICA,300,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,1.03,RR
45780,257051,-99,36000,CONEXÃO HIDRÁULICA,300,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,1.03,PB
45801,257051,-99,36000,CONEXÃO HIDRÁULICA,80,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,14.38,RR
45802,257051,-99,36000,CONEXÃO HIDRÁULICA,80,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,14.38,PB
45803,257051,-99,36000,CONEXÃO HIDRÁULICA,120,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,17.240000000000002,RR
45804,257051,-99,36000,CONEXÃO HIDRÁULICA,120,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,17.240000000000002,PB
45805,257051,-99,36000,CONEXÃO HIDRÁULICA,120,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,8.41,RR
45806,257051,-99,36000,CONEXÃO HIDRÁULICA,120,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,8.41,PB
45807,257051,-99,36000,CONEXÃO HIDRÁULICA,50,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,8.63,RR
45808,257051,-99,36000,CONEXÃO HIDRÁULICA,50,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,8.63,PB
45809,257051,-99,36000,CONEXÃO HIDRÁULICA,100,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,10.83,RR
45810,257051,-99,36000,CONEXÃO HIDRÁULICA,100,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,10.83,PB
45811,257051,-99,36000,CONEXÃO HIDRÁULICA,50,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,6.39,RR
45812,257051,-99,36000,CONEXÃO HIDRÁULICA,50,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,6.39,PB
45813,257051,-99,36000,CONEXÃO HIDRÁULICA,100,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,0.54,RR
45814,257051,-99,36000,CONEXÃO HIDRÁULICA,100,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,0.54,PB
45815,257051,-99,36000,CONEXÃO HIDRÁULICA,100,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,0.78,RR
45816,257051,-99,36000,CONEXÃO HIDRÁULICA,100,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,0.78,PB
45817,257051,-99,36000,CONEXÃO HIDRÁULICA,20,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,4.14,RR
45818,257051,-99,36000,CONEXÃO HIDRÁULICA,20,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,4.14,PB
45819,257051,-99,36000,CONEXÃO HIDRÁULICA,30,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,6.88,RR
45820,257051,-99,36000,CONEXÃO HIDRÁULICA,30,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,6.88,PB
45847,257051,-99,36000,CONEXÃO HIDRÁULICA,200,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,1.18,RR
45848,257051,-99,36000,CONEXÃO HIDRÁULICA,200,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,1.18,PB
45849,257051,-99,36000,CONEXÃO HIDRÁULICA,300,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,2.4,RR
45850,257051,-99,36000,CONEXÃO HIDRÁULICA,300,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,2.4,PB
45851,257051,-99,36000,CONEXÃO HIDRÁULICA,50,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,5.19,RR
45852,257051,-99,36000,CONEXÃO HIDRÁULICA,50,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,5.19,PB
45853,257051,-99,36000,CONEXÃO HIDRÁULICA,100,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,6.8,RR
45854,257051,-99,36000,CONEXÃO HIDRÁULICA,100,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,6.8,PB
45855,257051,-99,36000,CONEXÃO HIDRÁULICA,80,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,1.92,RR
45856,257051,-99,36000,CONEXÃO HIDRÁULICA,80,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,1.92,PB
45857,257051,-99,36000,CONEXÃO HIDRÁULICA,80,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,3.45,RR
45858,257051,-99,36000,CONEXÃO HIDRÁULICA,80,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,3.45,PB
45859,257051,-99,36000,CONEXÃO HIDRÁULICA,30,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,7.0,RR
45860,257051,-99,36000,CONEXÃO HIDRÁULICA,30,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,7.0,PB
45861,257051,-99,36000,CONEXÃO HIDRÁULICA,50,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,8.81,RR
45862,257051,-99,36000,CONEXÃO HIDRÁULICA,50,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,8.81,PB
45869,257051,-99,36000,CONEXÃO HIDRÁULICA,20,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,3.87,RR
45870,257051,-99,36000,CONEXÃO HIDRÁULICA,20,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,3.87,PB
45871,257051,-99,36000,CONEXÃO HIDRÁULICA,20,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,8.74,RR
45872,257051,-99,36000,CONEXÃO HIDRÁULICA,20,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,8.74,PB
45873,257051,-99,36000,CONEXÃO HIDRÁULICA,20,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,1.24,RR
45874,257051,-99,36000,CONEXÃO HIDRÁULICA,20,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,1.24,PB
45875,257051,-99,36000,CONEXÃO HIDRÁULICA,20,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,2.1100000000000003,RR
45876,257051,-99,36000,CONEXÃO HIDRÁULICA,20,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,2.1100000000000003,PB
45877,257051,-99,36000,CONEXÃO HIDRÁULICA,20,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,5.87,RR
45878,257051,-99,36000,CONEXÃO HIDRÁULICA,20,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,5.87,PB
45879,257051,-99,36000,CONEXÃO HIDRÁULICA,20,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,8.0,RR
45880,257051,-99,36000,CONEXÃO HIDRÁULICA,20,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,8.0,PB
45881,257051,-99,36000,CONEXÃO HIDRÁULICA,20,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,8.0,RR
45882,257051,-99,36000,CONEXÃO HIDRÁULICA,20,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,8.0,PB
45883,257051,-99,36000,CONEXÃO HIDRÁULICA,30,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,6.260000000000001,RR
45884,257051,-99,36000,CONEXÃO HIDRÁULICA,30,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,6.260000000000001,PB
45885,257051,-99,36000,CONEXÃO HIDRÁULICA,30,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,6.71,RR
45886,257051,-99,36000,CONEXÃO HIDRÁULICA,30,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,6.71,PB
45887,257051,-99,36000,CONEXÃO HIDRÁULICA,30,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,1.89,RR
45888,257051,-99,36000,CONEXÃO HIDRÁULICA,30,42262411000103,36000,BOA VISTA,2021-12-16,3799.0,1.89,PB
45889,257051,-99,36000,CONEXÃO HIDRÁULICA,20,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,3.5,RR
45890,257051,-99,36000,CONEXÃO HIDRÁULICA,20,13338681000144,36000,BOA VISTA,2021-12-16,3799.0,3.5,PB
46419,153490,6,26245,CONEXÃO HIDRÁULICA,30,30911535000185,26000,RIO DE JANEIRO,2021-01-12,6282.1,2.4,RJ
46421,153490,6,26245,CONEXÃO HIDRÁULICA,30,19234111000190,26000,RIO DE JANEIRO,2021-01-12,6282.1,6.37,RJ
46424,153490,6,26245,CONEXÃO HIDRÁULICA,30,30911535000185,26000,RIO DE JANEIRO,2021-01-12,6282.1,4.6,RJ
47164,200356,5,30108,Informação protegida por sigilo nos termos da legislação vigente,50,26592209000185,30000,RIO DE JANEIRO,2021-12-16,63490.0,1269.8,RJ
47165,200392,5,30108,Informação protegida por sigilo nos termos da legislação vigente,12,33373325000179,30000,FORTALEZA,2021-12-28,1115075.14,22409.14583333333,CE
47166,200392,5,30108,Informação protegida por sigilo nos termos da legislação vigente,12,33373325000179,30000,FORTALEZA,2021-12-28,1115075.14,8525.055833333334,CE
47167,200392,5,30108,Informação protegida por sigilo nos termos da legislação vigente,12,33373325000179,30000,FORTALEZA,2021-12-28,1115075.14,6978.0391666666665,CE
47168,200392,5,30108,Informação protegida por sigilo nos termos da legislação vigente,12,33373325000179,30000,FORTALEZA,2021-12-28,1115075.14,5940.151666666668,CE
47169,200392,5,30108,Informação protegida por sigilo nos termos da legislação vigente,12,33373325000179,30000,FORTALEZA,2021-12-28,1115075.14,4100.2925000000005,CE
47170,200392,5,30108,Informação protegida por sigilo nos termos da legislação vigente,12,33373325000179,30000,FORTALEZA,2021-12-28,1115075.14,11255.270833333334,CE
47171,200392,5,30108,Informação protegida por sigilo nos termos da legislação vigente,12,33373325000179,30000,FORTALEZA,2021-12-28,1115075.14,6611.946666666667,CE
47172,200392,5,30108,Informação protegida por sigilo nos termos da legislação vigente,12,33373325000179,30000,FORTALEZA,2021-12-28,1115075.14,27103.025833333333,CE
47362,788820,-99,52131,CONEXÃO HIDRÁULICA,181,9664031000111,52000,MANAUS,2021-10-12,16530.0,7.7,AM
47363,788820,-99,52131,CONEXÃO HIDRÁULICA,140,9664031000111,52000,MANAUS,2021-10-12,16530.0,16.0,AM
47364,788820,-99,52131,CONEXÃO HIDRÁULICA,133,9664031000111,52000,MANAUS,2021-10-12,16530.0,19.8,AM
47365,788820,-99,52131,CONEXÃO HIDRÁULICA,225,9664031000111,52000,MANAUS,2021-10-12,16530.0,4.4,AM
47366,788820,-99,52131,CONEXÃO HIDRÁULICA,145,9664031000111,52000,MANAUS,2021-10-12,16530.0,4.5,AM
47367,788820,-99,52131,CONEXÃO HIDRÁULICA,180,9664031000111,52000,MANAUS,2021-10-12,16530.0,3.17,AM
47368,788820,-99,52131,CONEXÃO HIDRÁULICA,120,9664031000111,52000,MANAUS,2021-10-12,16530.0,9.75,AM
47369,788820,-99,52131,CONEXÃO HIDRÁULICA,234,9664031000111,52000,MANAUS,2021-10-12,16530.0,2.7,AM
47370,788820,-99,52131,CONEXÃO HIDRÁULICA,234,9664031000111,52000,MANAUS,2021-10-12,16530.0,1.0,AM
47371,788820,-99,52131,CONEXÃO HIDRÁULICA,160,9664031000111,52000,MANAUS,2021-10-12,16530.0,1.92,AM
47372,788820,-99,52131,CONEXÃO HIDRÁULICA,140,9664031000111,52000,MANAUS,2021-10-12,16530.0,4.6,AM
47373,788820,-99,52131,CONEXÃO HIDRÁULICA,155,9664031000111,52000,MANAUS,2021-10-12,16530.0,3.33,AM
47374,788820,-99,52131,CONEXÃO HIDRÁULICA,110,9664031000111,52000,MANAUS,2021-10-12,16530.0,18.0,AM
47375,788820,-99,52131,CONEXÃO HIDRÁULICA,216,9664031000111,52000,MANAUS,2021-10-12,16530.0,2.0500000000000003,AM
47376,788820,-99,52131,CONEXÃO HIDRÁULICA,216,9664031000111,52000,MANAUS,2021-10-12,16530.0,1.5599999999999998,AM
47377,788820,-99,52131,CONEXÃO HIDRÁULICA,130,9664031000111,52000,MANAUS,2021-10-12,16530.0,3.3,AM
47378,788820,-99,52131,CONEXÃO HIDRÁULICA,110,9664031000111,52000,MANAUS,2021-10-12,16530.0,3.5,AM
47379,788820,-99,52131,CONEXÃO HIDRÁULICA,125,9664031000111,52000,MANAUS,2021-10-12,16530.0,6.39,AM
47380,788820,-99,52131,CONEXÃO HIDRÁULICA,168,9664031000111,52000,MANAUS,2021-10-12,16530.0,0.7,AM
47381,788820,-99,52131,CONEXÃO HIDRÁULICA,106,9664031000111,52000,MANAUS,2021-10-12,16530.0,4.0,AM
47382,788820,-99,52131,CONEXÃO HIDRÁULICA,118,9664031000111,52000,MANAUS,2021-10-12,16530.0,3.0,AM
47383,788820,-99,52131,CONEXÃO HIDRÁULICA,106,9664031000111,52000,MANAUS,2021-10-12,16530.0,6.98,AM
47384,788820,-99,52131,CONEXÃO HIDRÁULICA,225,9664031000111,52000,MANAUS,2021-10-12,16530.0,5.25,AM
47385,788820,-99,52131,CONEXÃO HIDRÁULICA,195,9664031000111,52000,MANAUS,2021-10-12,16530.0,5.4,AM
47386,788820,-99,52131,CONEXÃO HIDRÁULICA,170,9664031000111,52000,MANAUS,2021-10-12,16530.0,3.61,AM
47387,788820,-99,52131,CONEXÃO HIDRÁULICA,170,9664031000111,52000,MANAUS,2021-10-12,16530.0,5.95,AM
47388,788820,-99,52131,CONEXÃO HIDRÁULICA,170,9664031000111,52000,MANAUS,2021-10-12,16530.0,5.6,AM
47389,788820,-99,52131,CONEXÃO HIDRÁULICA,153,9664031000111,52000,MANAUS,2021-10-12,16530.0,6.4,AM
47390,788820,-99,52131,CONEXÃO HIDRÁULICA,153,9664031000111,52000,MANAUS,2021-10-12,16530.0,6.3,AM
47391,788820,-99,52131,CONEXÃO HIDRÁULICA,133,9664031000111,52000,MANAUS,2021-10-12,16530.0,9.5,AM
47395,788820,-99,52131,CONEXÃO HIDRÁULICA,130,9664031000111,52000,MANAUS,2021-10-12,16530.0,4.31,AM
47447,120023,-99,52111,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,2,20352354000102,52000,SALVADOR,2021-07-12,597.0,36.17,BA
47452,120023,-99,52111,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,300,20352354000102,52000,SALVADOR,2021-07-12,597.0,0.74,BA
47453,120023,-99,52111,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,300,20352354000102,52000,SALVADOR,2021-07-12,597.0,0.54,BA
47454,120023,-99,52111,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,3000,20352354000102,52000,SALVADOR,2021-07-12,597.0,0.9,BA
47455,120023,-99,52111,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,20,20352354000102,52000,SALVADOR,2021-07-12,597.0,41.45,BA
47459,120023,-99,52111,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,2000,20352354000102,52000,SALVADOR,2021-07-12,597.0,1.14,BA
47802,152005,5,26000,CONEXÃO HIDRÁULICA,8,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,1.59,RJ
47803,152005,5,26000,CONEXÃO HIDRÁULICA,8,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,1.59,RJ
47804,152005,5,26000,CONEXÃO HIDRÁULICA,2,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,3.74,RJ
47805,152005,5,26000,CONEXÃO HIDRÁULICA,2,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,3.74,RJ
47806,152005,5,26000,CONEXÃO HIDRÁULICA,2,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,12.47,RJ
47807,152005,5,26000,CONEXÃO HIDRÁULICA,2,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,12.47,RJ
47808,152005,5,26000,CONEXÃO HIDRÁULICA,2,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,38.86,RJ
47809,152005,5,26000,CONEXÃO HIDRÁULICA,2,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,38.86,RJ
47810,152005,5,26000,CONEXÃO HIDRÁULICA,40,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,0.55,RJ
47811,152005,5,26000,CONEXÃO HIDRÁULICA,40,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,0.55,RJ
47812,152005,5,26000,CONEXÃO HIDRÁULICA,50,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,0.8,RJ
47813,152005,5,26000,CONEXÃO HIDRÁULICA,50,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,0.8,RJ
47814,152005,5,26000,CONEXÃO HIDRÁULICA,30,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,1.8,RJ
47815,152005,5,26000,CONEXÃO HIDRÁULICA,30,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,1.8,RJ
47816,152005,5,26000,CONEXÃO HIDRÁULICA,20,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,1.7,RJ
47817,152005,5,26000,CONEXÃO HIDRÁULICA,20,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,1.7,RJ
47818,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,4.09,RJ
47819,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,4.09,RJ
47820,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,14.0,RJ
47821,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,14.0,RJ
47822,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,47.61,RJ
47823,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,47.61,RJ
47824,152005,5,26000,CONEXÃO HIDRÁULICA,25,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,1.0,RJ
47825,152005,5,26000,CONEXÃO HIDRÁULICA,25,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,1.0,RJ
47826,152005,5,26000,CONEXÃO HIDRÁULICA,30,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,0.81,RJ
47827,152005,5,26000,CONEXÃO HIDRÁULICA,30,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,0.81,RJ
47828,152005,5,26000,CONEXÃO HIDRÁULICA,20,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,2.21,RJ
47829,152005,5,26000,CONEXÃO HIDRÁULICA,20,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,2.21,RJ
47830,152005,5,26000,CONEXÃO HIDRÁULICA,5,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,3.72,RJ
47831,152005,5,26000,CONEXÃO HIDRÁULICA,5,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,3.72,RJ
47832,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,5.0,RJ
47833,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,5.0,RJ
47834,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,11.02,RJ
47835,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,11.02,RJ
47836,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,28.5,RJ
47837,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,28.5,RJ
47838,152005,5,26000,CONEXÃO HIDRÁULICA,10,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,1.15,RJ
47839,152005,5,26000,CONEXÃO HIDRÁULICA,10,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,1.15,RJ
47840,152005,5,26000,CONEXÃO HIDRÁULICA,15,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,1.2,RJ
47841,152005,5,26000,CONEXÃO HIDRÁULICA,15,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,1.2,RJ
47842,152005,5,26000,CONEXÃO HIDRÁULICA,10,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,2.99,RJ
47843,152005,5,26000,CONEXÃO HIDRÁULICA,10,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,2.99,RJ
47844,152005,5,26000,CONEXÃO HIDRÁULICA,5,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,6.98,RJ
47845,152005,5,26000,CONEXÃO HIDRÁULICA,5,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,6.98,RJ
47846,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,8.9,RJ
47847,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,8.9,RJ
47848,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,8.9,RJ
47849,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,8.9,RJ
47850,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,80.0,RJ
47851,152005,5,26000,CONEXÃO HIDRÁULICA,4,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,80.0,RJ
47866,152005,5,26000,CONEXÃO HIDRÁULICA,25,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,1.0,RJ
47867,152005,5,26000,CONEXÃO HIDRÁULICA,25,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,1.0,RJ
47868,152005,5,26000,CONEXÃO HIDRÁULICA,25,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,1.0,RJ
47869,152005,5,26000,CONEXÃO HIDRÁULICA,25,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,1.0,RJ
47870,152005,5,26000,CONEXÃO HIDRÁULICA,5,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,8.7,RJ
47871,152005,5,26000,CONEXÃO HIDRÁULICA,5,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,8.7,RJ
47872,152005,5,26000,CONEXÃO HIDRÁULICA,20,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,1.0,RJ
47873,152005,5,26000,CONEXÃO HIDRÁULICA,20,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,1.0,RJ
47882,152005,5,26000,CONEXÃO HIDRÁULICA,48,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,17.79,RJ
47883,152005,5,26000,CONEXÃO HIDRÁULICA,48,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,17.79,RJ
47884,152005,5,26000,CONEXÃO HIDRÁULICA,48,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,22.0,RJ
47885,152005,5,26000,CONEXÃO HIDRÁULICA,48,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,22.0,RJ
47886,152005,5,26000,CONEXÃO HIDRÁULICA,40,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,9.0,RJ
47887,152005,5,26000,CONEXÃO HIDRÁULICA,40,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,9.0,RJ
47888,152005,5,26000,CONEXÃO HIDRÁULICA,40,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,20.0,RJ
47889,152005,5,26000,CONEXÃO HIDRÁULICA,40,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,20.0,RJ
47890,152005,5,26000,CONEXÃO HIDRÁULICA,6,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,10.86,RJ
47891,152005,5,26000,CONEXÃO HIDRÁULICA,6,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,10.86,RJ
47894,152005,5,26000,CONEXÃO HIDRÁULICA,15,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,7.2,RJ
47895,152005,5,26000,CONEXÃO HIDRÁULICA,15,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,7.2,RJ
47896,152005,5,26000,CONEXÃO HIDRÁULICA,20,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,7.55,RJ
47897,152005,5,26000,CONEXÃO HIDRÁULICA,20,42240841000116,26000,RIO DE JANEIRO,2022-02-17,118169.8,7.55,RJ
47898,152005,5,26000,CONEXÃO HIDRÁULICA,20,42240841000116,26000,RIO DE JANEIRO,2021-12-20,224709.62,6.23,RJ
